Team,Opponent,Team_Score,Opponent_Score
SPORTING GIJON,LEVANTE,0.0,3.0
VILLARREAL,EIBAR,1.0,1.0
GRANADA CF,ATHLETIC BILBAO,2.0,0.0
BETIS,ATLETICO MADRID,0.0,1.0
GETAFE,RAYO VALLECANO,1.0,1.0
LEVANTE,BETIS,0.0,1.0
BARCELONA,REAL SOCIEDAD,4.0,0.0
ATLETICO MADRID,ESPANYOL,1.0,0.0
MALAGA,GRANADA CF,2.0,2.0
LAS PALMAS,DEPORTIVO LA CORUNA,0.0,2.0
CELTA VIGO,SPORTING GIJON,2.0,1.0
GETAFE,VILLARREAL,2.0,0.0
EIBAR,REAL MADRID,0.0,2.0
RAYO VALLECANO,ATHLETIC BILBAO,0.0,3.0
SEVILLA,VALENCIA,1.0,0.0
REAL MADRID,GETAFE,4.0,1.0
GRANADA CF,ATLETICO MADRID,0.0,2.0
VALENCIA,BARCELONA,1.0,1.0
DEPORTIVO LA CORUNA,SEVILLA,1.0,1.0
BETIS,CELTA VIGO,1.0,1.0
REAL SOCIEDAD,EIBAR,2.0,1.0
VILLARREAL,RAYO VALLECANO,2.0,1.0
SPORTING GIJON,LAS PALMAS,3.0,1.0
ATHLETIC BILBAO,MALAGA,0.0,0.0
ESPANYOL,LEVANTE,1.0,1.0
GETAFE,REAL SOCIEDAD,1.0,1.0
BARCELONA,DEPORTIVO LA CORUNA,2.0,2.0
LEVANTE,GRANADA CF,1.0,2.0
CELTA VIGO,ESPANYOL,1.0,0.0
SEVILLA,SPORTING GIJON,2.0,0.0
LAS PALMAS,BETIS,1.0,0.0
RAYO VALLECANO,MALAGA,1.0,2.0
EIBAR,VALENCIA,1.0,1.0
ATLETICO MADRID,ATHLETIC BILBAO,2.0,1.0
VILLARREAL,REAL MADRID,1.0,0.0
VALENCIA,GETAFE,2.0,2.0
ESPANYOL,LAS PALMAS,1.0,0.0
BETIS,SEVILLA,0.0,0.0
DEPORTIVO LA CORUNA,EIBAR,2.0,0.0
REAL MADRID,RAYO VALLECANO,10.0,2.0
REAL SOCIEDAD,VILLARREAL,0.0,2.0
GRANADA CF,CELTA VIGO,0.0,2.0
ATHLETIC BILBAO,LEVANTE,2.0,0.0
MALAGA,ATLETICO MADRID,1.0,0.0
REAL MADRID,REAL SOCIEDAD,3.0,1.0
LEVANTE,MALAGA,0.0,1.0
SEVILLA,ESPANYOL,2.0,0.0
RAYO VALLECANO,ATLETICO MADRID,0.0,2.0
EIBAR,SPORTING GIJON,2.0,0.0
GETAFE,DEPORTIVO LA CORUNA,0.0,0.0
BARCELONA,BETIS,4.0,0.0
CELTA VIGO,ATHLETIC BILBAO,0.0,1.0
LAS PALMAS,GRANADA CF,4.0,1.0
VILLARREAL,VALENCIA,1.0,0.0
ESPANYOL,BARCELONA,0.0,0.0
ATLETICO MADRID,LEVANTE,1.0,0.0
MALAGA,CELTA VIGO,2.0,0.0
RAYO VALLECANO,REAL SOCIEDAD,2.0,2.0
BETIS,EIBAR,0.0,4.0
GRANADA CF,SEVILLA,2.0,1.0
DEPORTIVO LA CORUNA,VILLARREAL,1.0,2.0
ATHLETIC BILBAO,LAS PALMAS,2.0,2.0
VALENCIA,REAL MADRID,2.0,2.0
SPORTING GIJON,GETAFE,1.0,2.0
BARCELONA,GRANADA CF,4.0,0.0
GETAFE,BETIS,1.0,0.0
SEVILLA,ATHLETIC BILBAO,2.0,0.0
REAL MADRID,DEPORTIVO LA CORUNA,5.0,0.0
LEVANTE,RAYO VALLECANO,2.0,1.0
VILLARREAL,SPORTING GIJON,2.0,0.0
REAL SOCIEDAD,VALENCIA,2.0,0.0
EIBAR,ESPANYOL,2.0,1.0
LAS PALMAS,MALAGA,1.0,1.0
CELTA VIGO,ATLETICO MADRID,0.0,2.0
SEVILLA,MALAGA,2.0,1.0
CELTA VIGO,LEVANTE,4.0,3.0
VILLARREAL,BETIS,0.0,0.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,1.0,1.0
VALENCIA,RAYO VALLECANO,2.0,2.0
REAL MADRID,SPORTING GIJON,5.0,1.0
LAS PALMAS,ATLETICO MADRID,0.0,3.0
GETAFE,ESPANYOL,3.0,1.0
BARCELONA,ATHLETIC BILBAO,6.0,0.0
EIBAR,GRANADA CF,5.0,1.0
SPORTING GIJON,REAL SOCIEDAD,5.0,1.0
MALAGA,BARCELONA,1.0,2.0
ESPANYOL,VILLARREAL,2.0,2.0
GRANADA CF,GETAFE,3.0,2.0
RAYO VALLECANO,CELTA VIGO,3.0,0.0
ATHLETIC BILBAO,EIBAR,5.0,2.0
ATLETICO MADRID,SEVILLA,0.0,0.0
DEPORTIVO LA CORUNA,VALENCIA,1.0,1.0
BETIS,REAL MADRID,1.0,1.0
LEVANTE,LAS PALMAS,3.0,2.0
BARCELONA,ATLETICO MADRID,2.0,1.0
GETAFE,ATHLETIC BILBAO,0.0,1.0
EIBAR,MALAGA,1.0,2.0
VILLARREAL,GRANADA CF,1.0,0.0
REAL SOCIEDAD,BETIS,2.0,1.0
SEVILLA,LEVANTE,3.0,1.0
VALENCIA,SPORTING GIJON,0.0,1.0
LAS PALMAS,CELTA VIGO,2.0,1.0
REAL MADRID,ESPANYOL,6.0,0.0
DEPORTIVO LA CORUNA,RAYO VALLECANO,2.0,2.0
MALAGA,GETAFE,3.0,0.0
ATLETICO MADRID,EIBAR,3.0,1.0
RAYO VALLECANO,LAS PALMAS,2.0,0.0
ATHLETIC BILBAO,VILLARREAL,0.0,0.0
SPORTING GIJON,DEPORTIVO LA CORUNA,1.0,1.0
LEVANTE,BARCELONA,0.0,2.0
BETIS,VALENCIA,1.0,0.0
CELTA VIGO,SEVILLA,1.0,1.0
GRANADA CF,REAL MADRID,1.0,2.0
ESPANYOL,REAL SOCIEDAD,0.0,5.0
SPORTING GIJON,RAYO VALLECANO,2.0,2.0
REAL MADRID,ATHLETIC BILBAO,4.0,2.0
VILLARREAL,MALAGA,1.0,0.0
VALENCIA,ESPANYOL,2.0,1.0
DEPORTIVO LA CORUNA,BETIS,2.0,2.0
REAL SOCIEDAD,GRANADA CF,3.0,0.0
SEVILLA,LAS PALMAS,2.0,0.0
EIBAR,LEVANTE,2.0,0.0
GETAFE,ATLETICO MADRID,0.0,1.0
BARCELONA,CELTA VIGO,6.0,1.0
SPORTING GIJON,BARCELONA,1.0,3.0
LEVANTE,GETAFE,3.0,0.0
LAS PALMAS,BARCELONA,1.0,2.0
ESPANYOL,DEPORTIVO LA CORUNA,1.0,0.0
BETIS,SPORTING GIJON,1.0,1.0
CELTA VIGO,EIBAR,3.0,2.0
RAYO VALLECANO,SEVILLA,2.0,2.0
MALAGA,REAL MADRID,1.0,1.0
ATHLETIC BILBAO,REAL SOCIEDAD,0.0,1.0
GRANADA CF,VALENCIA,1.0,2.0
ATLETICO MADRID,VILLARREAL,0.0,0.0
EIBAR,LAS PALMAS,0.0,1.0
REAL MADRID,ATLETICO MADRID,0.0,1.0
GETAFE,CELTA VIGO,0.0,1.0
SPORTING GIJON,ESPANYOL,2.0,4.0
BETIS,RAYO VALLECANO,2.0,2.0
REAL SOCIEDAD,MALAGA,1.0,1.0
VILLARREAL,LEVANTE,3.0,0.0
VALENCIA,ATHLETIC BILBAO,0.0,3.0
DEPORTIVO LA CORUNA,GRANADA CF,0.0,1.0
BARCELONA,SEVILLA,2.0,1.0
ATLETICO MADRID,REAL SOCIEDAD,3.0,0.0
LAS PALMAS,GETAFE,4.0,0.0
SEVILLA,EIBAR,1.0,0.0
CELTA VIGO,VILLARREAL,0.0,0.0
MALAGA,VALENCIA,1.0,2.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,4.0,1.0
LEVANTE,REAL MADRID,1.0,3.0
GRANADA CF,SPORTING GIJON,2.0,0.0
ESPANYOL,BETIS,0.0,3.0
RAYO VALLECANO,BARCELONA,1.0,5.0
REAL MADRID,CELTA VIGO,7.0,1.0
VILLARREAL,LAS PALMAS,0.0,1.0
GETAFE,SEVILLA,1.0,1.0
DEPORTIVO LA CORUNA,MALAGA,3.0,3.0
BETIS,GRANADA CF,2.0,0.0
EIBAR,BARCELONA,0.0,4.0
REAL SOCIEDAD,LEVANTE,1.0,1.0
SPORTING GIJON,ATHLETIC BILBAO,0.0,2.0
VALENCIA,ATLETICO MADRID,1.0,3.0
ESPANYOL,RAYO VALLECANO,2.0,1.0
MALAGA,SPORTING GIJON,1.0,0.0
BARCELONA,GETAFE,6.0,0.0
CELTA VIGO,REAL SOCIEDAD,1.0,0.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,3.0,0.0
RAYO VALLECANO,EIBAR,1.0,1.0
LEVANTE,VALENCIA,1.0,0.0
SEVILLA,VILLARREAL,4.0,2.0
ATHLETIC BILBAO,BETIS,3.0,1.0
LAS PALMAS,REAL MADRID,1.0,2.0
GRANADA CF,ESPANYOL,1.0,1.0
GETAFE,EIBAR,1.0,1.0
SPORTING GIJON,ATLETICO MADRID,2.0,1.0
REAL SOCIEDAD,LAS PALMAS,0.0,1.0
GRANADA CF,RAYO VALLECANO,2.0,2.0
DEPORTIVO LA CORUNA,LEVANTE,2.0,1.0
BETIS,MALAGA,0.0,1.0
ESPANYOL,ATHLETIC BILBAO,2.0,1.0
VILLARREAL,BARCELONA,2.0,2.0
VALENCIA,CELTA VIGO,0.0,2.0
REAL MADRID,SEVILLA,4.0,0.0
RAYO VALLECANO,GETAFE,2.0,0.0
ATLETICO MADRID,BETIS,5.0,1.0
LAS PALMAS,VALENCIA,2.0,1.0
BARCELONA,REAL MADRID,1.0,2.0
CELTA VIGO,DEPORTIVO LA CORUNA,1.0,1.0
ATHLETIC BILBAO,GRANADA CF,1.0,1.0
MALAGA,ESPANYOL,1.0,1.0
EIBAR,VILLARREAL,1.0,2.0
SEVILLA,REAL SOCIEDAD,1.0,2.0
LEVANTE,SPORTING GIJON,0.0,0.0
GRANADA CF,MALAGA,0.0,0.0
REAL MADRID,EIBAR,4.0,0.0
ESPANYOL,ATLETICO MADRID,1.0,3.0
REAL SOCIEDAD,BARCELONA,1.0,0.0
BETIS,LEVANTE,1.0,0.0
SPORTING GIJON,CELTA VIGO,0.0,1.0
VALENCIA,SEVILLA,2.0,1.0
VILLARREAL,GETAFE,2.0,0.0
ATHLETIC BILBAO,RAYO VALLECANO,1.0,0.0
DEPORTIVO LA CORUNA,LAS PALMAS,1.0,3.0
LEVANTE,ESPANYOL,2.0,1.0
GETAFE,REAL MADRID,1.0,5.0
LAS PALMAS,SPORTING GIJON,1.0,1.0
EIBAR,REAL SOCIEDAD,2.0,1.0
CELTA VIGO,BETIS,1.0,1.0
MALAGA,ATHLETIC BILBAO,0.0,1.0
SEVILLA,DEPORTIVO LA CORUNA,1.0,1.0
RAYO VALLECANO,VILLARREAL,2.0,1.0
ATLETICO MADRID,GRANADA CF,3.0,0.0
BARCELONA,VALENCIA,1.0,2.0
ESPANYOL,CELTA VIGO,1.0,1.0
BETIS,LAS PALMAS,1.0,0.0
DEPORTIVO LA CORUNA,BARCELONA,0.0,8.0
SPORTING GIJON,SEVILLA,2.0,1.0
VALENCIA,EIBAR,4.0,0.0
ATHLETIC BILBAO,ATLETICO MADRID,0.0,1.0
MALAGA,RAYO VALLECANO,1.0,1.0
REAL MADRID,VILLARREAL,3.0,0.0
REAL SOCIEDAD,GETAFE,1.0,2.0
GRANADA CF,LEVANTE,5.0,1.0
LAS PALMAS,ESPANYOL,4.0,0.0
RAYO VALLECANO,REAL MADRID,2.0,3.0
ATLETICO MADRID,MALAGA,1.0,0.0
BARCELONA,SPORTING GIJON,6.0,0.0
EIBAR,DEPORTIVO LA CORUNA,1.0,1.0
LEVANTE,ATHLETIC BILBAO,2.0,2.0
SEVILLA,BETIS,2.0,0.0
GETAFE,VALENCIA,2.0,2.0
VILLARREAL,REAL SOCIEDAD,0.0,0.0
CELTA VIGO,GRANADA CF,2.0,1.0
SPORTING GIJON,EIBAR,2.0,0.0
REAL SOCIEDAD,REAL MADRID,0.0,1.0
ATLETICO MADRID,RAYO VALLECANO,1.0,0.0
BETIS,BARCELONA,0.0,2.0
GRANADA CF,LAS PALMAS,3.0,2.0
ATHLETIC BILBAO,CELTA VIGO,2.0,1.0
ESPANYOL,SEVILLA,1.0,0.0
DEPORTIVO LA CORUNA,GETAFE,0.0,2.0
VALENCIA,VILLARREAL,0.0,2.0
MALAGA,LEVANTE,3.0,1.0
REAL SOCIEDAD,RAYO VALLECANO,2.0,1.0
REAL MADRID,VALENCIA,3.0,2.0
VILLARREAL,DEPORTIVO LA CORUNA,0.0,2.0
BARCELONA,ESPANYOL,5.0,0.0
SEVILLA,GRANADA CF,1.0,4.0
GETAFE,SPORTING GIJON,1.0,1.0
EIBAR,BETIS,1.0,1.0
LEVANTE,ATLETICO MADRID,2.0,1.0
LAS PALMAS,ATHLETIC BILBAO,0.0,0.0
CELTA VIGO,MALAGA,1.0,0.0
VALENCIA,REAL SOCIEDAD,0.0,1.0
GRANADA CF,BARCELONA,0.0,3.0
DEPORTIVO LA CORUNA,REAL MADRID,0.0,2.0
ATLETICO MADRID,CELTA VIGO,2.0,0.0
ATHLETIC BILBAO,SEVILLA,3.0,1.0
MALAGA,LAS PALMAS,4.0,1.0
ESPANYOL,EIBAR,4.0,2.0
SPORTING GIJON,VILLARREAL,2.0,0.0
BETIS,GETAFE,2.0,1.0
RAYO VALLECANO,LEVANTE,3.0,1.0
MALAGA,OSASUNA,1.0,1.0
DEPORTIVO LA CORUNA,EIBAR,2.0,1.0
BARCELONA,BETIS,6.0,2.0
GRANADA CF,VILLARREAL,1.0,1.0
SEVILLA,ESPANYOL,6.0,4.0
SPORTING GIJON,ATHLETIC BILBAO,2.0,1.0
REAL SOCIEDAD,REAL MADRID,0.0,3.0
ATLETICO MADRID,ALAVES,1.0,1.0
CELTA VIGO,LEGANES,0.0,1.0
VALENCIA,LAS PALMAS,2.0,4.0
BETIS,DEPORTIVO LA CORUNA,0.0,0.0
ESPANYOL,MALAGA,2.0,2.0
OSASUNA,REAL SOCIEDAD,0.0,2.0
EIBAR,VALENCIA,1.0,0.0
REAL MADRID,CELTA VIGO,2.0,1.0
LEGANES,ATLETICO MADRID,0.0,0.0
LAS PALMAS,GRANADA CF,5.0,1.0
ALAVES,SPORTING GIJON,0.0,0.0
ATHLETIC BILBAO,BARCELONA,0.0,1.0
VILLARREAL,SEVILLA,0.0,0.0
REAL SOCIEDAD,ESPANYOL,1.0,1.0
CELTA VIGO,ATLETICO MADRID,0.0,4.0
REAL MADRID,OSASUNA,5.0,2.0
MALAGA,VILLARREAL,0.0,2.0
SEVILLA,LAS PALMAS,2.0,1.0
BARCELONA,ALAVES,1.0,2.0
SPORTING GIJON,LEGANES,2.0,1.0
VALENCIA,BETIS,2.0,3.0
GRANADA CF,EIBAR,1.0,2.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,0.0,1.0
BETIS,GRANADA CF,2.0,2.0
LEGANES,BARCELONA,1.0,5.0
ATLETICO MADRID,SPORTING GIJON,5.0,0.0
EIBAR,SEVILLA,1.0,1.0
LAS PALMAS,MALAGA,1.0,0.0
OSASUNA,CELTA VIGO,0.0,0.0
ATHLETIC BILBAO,VALENCIA,2.0,1.0
VILLARREAL,REAL SOCIEDAD,2.0,1.0
ESPANYOL,REAL MADRID,0.0,2.0
ALAVES,DEPORTIVO LA CORUNA,0.0,0.0
MALAGA,EIBAR,2.0,1.0
SEVILLA,BETIS,1.0,0.0
REAL MADRID,VILLARREAL,1.0,1.0
CELTA VIGO,SPORTING GIJON,2.0,1.0
GRANADA CF,ATHLETIC BILBAO,1.0,2.0
REAL SOCIEDAD,LAS PALMAS,4.0,1.0
BARCELONA,ATLETICO MADRID,1.0,1.0
OSASUNA,ESPANYOL,1.0,2.0
DEPORTIVO LA CORUNA,LEGANES,1.0,2.0
VALENCIA,ALAVES,2.0,1.0
BETIS,MALAGA,1.0,0.0
EIBAR,REAL SOCIEDAD,2.0,0.0
SPORTING GIJON,BARCELONA,0.0,5.0
ATHLETIC BILBAO,SEVILLA,3.0,1.0
LAS PALMAS,REAL MADRID,2.0,2.0
LEGANES,VALENCIA,1.0,2.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,1.0,0.0
VILLARREAL,OSASUNA,3.0,1.0
ESPANYOL,CELTA VIGO,0.0,2.0
ALAVES,GRANADA CF,3.0,1.0
REAL SOCIEDAD,BETIS,1.0,0.0
GRANADA CF,LEGANES,0.0,1.0
SEVILLA,ALAVES,2.0,1.0
OSASUNA,LAS PALMAS,2.0,2.0
DEPORTIVO LA CORUNA,SPORTING GIJON,2.0,1.0
VALENCIA,ATLETICO MADRID,0.0,2.0
REAL MADRID,EIBAR,1.0,1.0
ESPANYOL,VILLARREAL,0.0,0.0
MALAGA,ATHLETIC BILBAO,2.0,1.0
CELTA VIGO,BARCELONA,4.0,3.0
LAS PALMAS,ESPANYOL,0.0,0.0
LEGANES,SEVILLA,2.0,3.0
BARCELONA,DEPORTIVO LA CORUNA,4.0,0.0
ATLETICO MADRID,GRANADA CF,7.0,1.0
BETIS,REAL MADRID,1.0,6.0
ALAVES,MALAGA,1.0,1.0
ATHLETIC BILBAO,REAL SOCIEDAD,3.0,2.0
SPORTING GIJON,VALENCIA,1.0,2.0
VILLARREAL,CELTA VIGO,5.0,0.0
EIBAR,OSASUNA,2.0,3.0
OSASUNA,BETIS,1.0,2.0
ESPANYOL,EIBAR,3.0,3.0
VALENCIA,BARCELONA,2.0,3.0
REAL SOCIEDAD,ALAVES,3.0,0.0
GRANADA CF,SPORTING GIJON,0.0,0.0
CELTA VIGO,DEPORTIVO LA CORUNA,4.0,1.0
SEVILLA,ATLETICO MADRID,1.0,0.0
VILLARREAL,LAS PALMAS,2.0,1.0
MALAGA,LEGANES,4.0,0.0
REAL MADRID,ATHLETIC BILBAO,2.0,1.0
LEGANES,REAL SOCIEDAD,0.0,2.0
SPORTING GIJON,SEVILLA,1.0,1.0
ALAVES,REAL MADRID,1.0,4.0
ATLETICO MADRID,MALAGA,4.0,2.0
BARCELONA,GRANADA CF,1.0,0.0
EIBAR,VILLARREAL,2.0,1.0
ATHLETIC BILBAO,OSASUNA,1.0,1.0
BETIS,ESPANYOL,0.0,1.0
LAS PALMAS,CELTA VIGO,3.0,3.0
DEPORTIVO LA CORUNA,VALENCIA,1.0,1.0
MALAGA,SPORTING GIJON,3.0,2.0
GRANADA CF,DEPORTIVO LA CORUNA,1.0,1.0
REAL SOCIEDAD,ATLETICO MADRID,2.0,0.0
OSASUNA,ALAVES,0.0,1.0
LAS PALMAS,EIBAR,1.0,0.0
REAL MADRID,LEGANES,3.0,0.0
CELTA VIGO,VALENCIA,2.0,1.0
ESPANYOL,ATHLETIC BILBAO,0.0,0.0
VILLARREAL,BETIS,2.0,0.0
SEVILLA,BARCELONA,1.0,2.0
BETIS,LAS PALMAS,2.0,0.0
DEPORTIVO LA CORUNA,SEVILLA,2.0,3.0
BARCELONA,MALAGA,0.0,0.0
EIBAR,CELTA VIGO,1.0,0.0
ATLETICO MADRID,REAL MADRID,0.0,3.0
ALAVES,ESPANYOL,0.0,1.0
VALENCIA,GRANADA CF,1.0,1.0
SPORTING GIJON,REAL SOCIEDAD,1.0,3.0
ATHLETIC BILBAO,VILLARREAL,1.0,0.0
LEGANES,OSASUNA,2.0,0.0
EIBAR,BETIS,3.0,1.0
MALAGA,DEPORTIVO LA CORUNA,4.0,3.0
REAL MADRID,SPORTING GIJON,2.0,1.0
ESPANYOL,LEGANES,3.0,0.0
SEVILLA,VALENCIA,2.0,1.0
VILLARREAL,ALAVES,0.0,2.0
OSASUNA,ATLETICO MADRID,0.0,3.0
CELTA VIGO,GRANADA CF,3.0,1.0
REAL SOCIEDAD,BARCELONA,1.0,1.0
LAS PALMAS,ATHLETIC BILBAO,3.0,1.0
GRANADA CF,SEVILLA,2.0,1.0
BARCELONA,REAL MADRID,1.0,1.0
LEGANES,VILLARREAL,0.0,0.0
ATLETICO MADRID,ESPANYOL,0.0,0.0
BETIS,CELTA VIGO,3.0,3.0
ATHLETIC BILBAO,EIBAR,3.0,1.0
ALAVES,LAS PALMAS,1.0,1.0
SPORTING GIJON,OSASUNA,3.0,1.0
VALENCIA,MALAGA,2.0,2.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,5.0,1.0
MALAGA,GRANADA CF,1.0,1.0
OSASUNA,BARCELONA,0.0,3.0
REAL SOCIEDAD,VALENCIA,3.0,2.0
LAS PALMAS,LEGANES,1.0,1.0
REAL MADRID,DEPORTIVO LA CORUNA,3.0,2.0
EIBAR,ALAVES,0.0,0.0
CELTA VIGO,SEVILLA,0.0,3.0
ESPANYOL,SPORTING GIJON,2.0,1.0
BETIS,ATHLETIC BILBAO,1.0,0.0
VILLARREAL,ATLETICO MADRID,3.0,0.0
ALAVES,BETIS,1.0,0.0
SPORTING GIJON,VILLARREAL,1.0,3.0
ATLETICO MADRID,LAS PALMAS,1.0,0.0
GRANADA CF,REAL SOCIEDAD,0.0,2.0
SEVILLA,MALAGA,4.0,1.0
LEGANES,EIBAR,1.0,1.0
DEPORTIVO LA CORUNA,OSASUNA,2.0,0.0
BARCELONA,ESPANYOL,4.0,1.0
ATHLETIC BILBAO,CELTA VIGO,2.0,1.0
ESPANYOL,DEPORTIVO LA CORUNA,1.0,1.0
REAL MADRID,GRANADA CF,5.0,0.0
EIBAR,ATLETICO MADRID,0.0,2.0
LAS PALMAS,SPORTING GIJON,1.0,0.0
REAL SOCIEDAD,SEVILLA,0.0,4.0
ATHLETIC BILBAO,ALAVES,0.0,0.0
BETIS,LEGANES,2.0,0.0
CELTA VIGO,MALAGA,3.0,1.0
VILLARREAL,BARCELONA,1.0,1.0
OSASUNA,VALENCIA,3.0,3.0
LEGANES,ATHLETIC BILBAO,0.0,0.0
BARCELONA,LAS PALMAS,5.0,0.0
ATLETICO MADRID,BETIS,1.0,0.0
DEPORTIVO LA CORUNA,VILLARREAL,0.0,0.0
VALENCIA,ESPANYOL,2.0,1.0
CELTA VIGO,ALAVES,1.0,0.0
GRANADA CF,OSASUNA,1.0,1.0
SPORTING GIJON,EIBAR,2.0,3.0
SEVILLA,REAL MADRID,2.0,1.0
MALAGA,REAL SOCIEDAD,0.0,2.0
LAS PALMAS,DEPORTIVO LA CORUNA,1.0,1.0
ESPANYOL,GRANADA CF,3.0,1.0
REAL MADRID,MALAGA,2.0,1.0
ALAVES,LEGANES,2.0,2.0
VILLARREAL,VALENCIA,0.0,2.0
OSASUNA,SEVILLA,3.0,4.0
ATHLETIC BILBAO,ATLETICO MADRID,2.0,2.0
REAL SOCIEDAD,CELTA VIGO,1.0,0.0
BETIS,SPORTING GIJON,0.0,0.0
EIBAR,BARCELONA,0.0,4.0
OSASUNA,MALAGA,1.0,1.0
VILLARREAL,GRANADA CF,2.0,0.0
ALAVES,ATLETICO MADRID,0.0,0.0
EIBAR,DEPORTIVO LA CORUNA,3.0,1.0
LEGANES,CELTA VIGO,0.0,2.0
BETIS,BARCELONA,1.0,1.0
ESPANYOL,SEVILLA,3.0,1.0
ATHLETIC BILBAO,SPORTING GIJON,2.0,1.0
REAL MADRID,REAL SOCIEDAD,3.0,0.0
LAS PALMAS,VALENCIA,3.0,1.0
MALAGA,ESPANYOL,0.0,1.0
BARCELONA,ATHLETIC BILBAO,3.0,0.0
ATLETICO MADRID,LEGANES,2.0,0.0
VALENCIA,EIBAR,0.0,4.0
SEVILLA,VILLARREAL,0.0,0.0
SPORTING GIJON,ALAVES,2.0,4.0
REAL SOCIEDAD,OSASUNA,3.0,2.0
GRANADA CF,LAS PALMAS,1.0,0.0
ESPANYOL,REAL SOCIEDAD,1.0,2.0
BETIS,VALENCIA,0.0,0.0
ALAVES,BARCELONA,0.0,6.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,2.0,1.0
OSASUNA,REAL MADRID,1.0,3.0
VILLARREAL,MALAGA,1.0,1.0
LEGANES,SPORTING GIJON,0.0,2.0
LAS PALMAS,SEVILLA,0.0,1.0
ATLETICO MADRID,CELTA VIGO,3.0,2.0
EIBAR,GRANADA CF,4.0,0.0
GRANADA CF,BETIS,4.0,1.0
SPORTING GIJON,ATLETICO MADRID,1.0,4.0
REAL MADRID,ESPANYOL,2.0,0.0
DEPORTIVO LA CORUNA,ALAVES,0.0,1.0
SEVILLA,EIBAR,2.0,0.0
REAL SOCIEDAD,VILLARREAL,0.0,1.0
VALENCIA,ATHLETIC BILBAO,2.0,0.0
CELTA VIGO,OSASUNA,3.0,0.0
BARCELONA,LEGANES,2.0,1.0
MALAGA,LAS PALMAS,2.0,1.0
VALENCIA,REAL MADRID,2.0,1.0
LAS PALMAS,REAL SOCIEDAD,0.0,1.0
ALAVES,VALENCIA,2.0,1.0
BETIS,SEVILLA,1.0,2.0
LEGANES,DEPORTIVO LA CORUNA,4.0,0.0
EIBAR,MALAGA,3.0,0.0
ESPANYOL,OSASUNA,3.0,0.0
ATLETICO MADRID,BARCELONA,1.0,2.0
SPORTING GIJON,CELTA VIGO,1.0,1.0
ATHLETIC BILBAO,GRANADA CF,3.0,1.0
VILLARREAL,REAL MADRID,2.0,3.0
REAL SOCIEDAD,EIBAR,2.0,2.0
MALAGA,BETIS,1.0,2.0
VALENCIA,LEGANES,1.0,0.0
OSASUNA,VILLARREAL,1.0,4.0
BARCELONA,SPORTING GIJON,6.0,1.0
REAL MADRID,LAS PALMAS,3.0,3.0
GRANADA CF,ALAVES,2.0,1.0
CELTA VIGO,ESPANYOL,2.0,2.0
DEPORTIVO LA CORUNA,ATLETICO MADRID,1.0,1.0
SEVILLA,ATHLETIC BILBAO,1.0,0.0
BETIS,REAL SOCIEDAD,2.0,3.0
LEGANES,GRANADA CF,1.0,0.0
EIBAR,REAL MADRID,1.0,4.0
VILLARREAL,ESPANYOL,2.0,0.0
BARCELONA,CELTA VIGO,5.0,0.0
SPORTING GIJON,DEPORTIVO LA CORUNA,0.0,1.0
ATLETICO MADRID,VALENCIA,3.0,0.0
LAS PALMAS,OSASUNA,5.0,2.0
ATHLETIC BILBAO,MALAGA,1.0,0.0
ALAVES,SEVILLA,1.0,1.0
DEPORTIVO LA CORUNA,BETIS,1.0,1.0
ESPANYOL,LAS PALMAS,4.0,3.0
VALENCIA,SPORTING GIJON,1.0,1.0
SEVILLA,LEGANES,1.0,1.0
MALAGA,ALAVES,1.0,2.0
GRANADA CF,ATLETICO MADRID,0.0,1.0
REAL SOCIEDAD,ATHLETIC BILBAO,0.0,2.0
DEPORTIVO LA CORUNA,BARCELONA,2.0,1.0
CELTA VIGO,VILLARREAL,0.0,1.0
REAL MADRID,BETIS,2.0,1.0
OSASUNA,EIBAR,1.0,1.0
LAS PALMAS,VILLARREAL,1.0,0.0
EIBAR,ESPANYOL,1.0,1.0
ATHLETIC BILBAO,REAL MADRID,1.0,2.0
ALAVES,REAL SOCIEDAD,1.0,0.0
BETIS,OSASUNA,2.0,0.0
LEGANES,MALAGA,0.0,0.0
ATLETICO MADRID,SEVILLA,3.0,1.0
DEPORTIVO LA CORUNA,CELTA VIGO,0.0,1.0
SPORTING GIJON,GRANADA CF,3.0,1.0
BARCELONA,VALENCIA,4.0,2.0
ESPANYOL,BETIS,2.0,1.0
VILLARREAL,EIBAR,2.0,3.0
OSASUNA,ATHLETIC BILBAO,1.0,2.0
REAL SOCIEDAD,LEGANES,1.0,1.0
MALAGA,ATLETICO MADRID,0.0,2.0
SEVILLA,SPORTING GIJON,0.0,0.0
REAL MADRID,ALAVES,3.0,0.0
VALENCIA,DEPORTIVO LA CORUNA,3.0,0.0
GRANADA CF,BARCELONA,1.0,4.0
CELTA VIGO,LAS PALMAS,3.0,1.0
ATHLETIC BILBAO,ESPANYOL,2.0,0.0
BETIS,VILLARREAL,0.0,1.0
